"","id","name","steward","source","length","description","part_of"
"1922",3341,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1923",4427,"Old Seward Hwy. Trail","NPS","NPS",1.4,"TestDescription",NA
"1924",4603,"Spruce Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1925",4610,"Spruce Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1926",3331,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1927",3400,"Dimond (South Side)","NPS","NPS",1.4,"TestDescription",NA
"1928",333,"Bartlett","NPS","NPS",1.4,"TestDescription","Bartlett Ski Trails"
"1929",574,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1930",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1931",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1932",3218,"Ice Box","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1933",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1934",3443,"Upper Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1935",4220,"Winner Creek Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1936",1379,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1937",1238,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1938",795,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1939",2809,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1940",3340,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1941",188,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1942",1364,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1943",1267,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1944",2093,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1945",2917,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1946",4961,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1947",3530,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1948",4588,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1949",0,"ER Parks & Rec/HLB Trail","NPS","NPS",1.4,"TestDescription",NA
"1950",0,"ER Parks & Rec/HLB Trail","NPS","NPS",1.4,"TestDescription",NA
"1951",1422,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1952",2010,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1953",3465,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1954",1154,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1955",516,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1956",3408,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1957",1970,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Gasline Trail"
"1958",1221,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1959",3209,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1960",3139,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1961",2381,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1962",3593,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1963",0,"ER Parks & Rec/HLB Trail","NPS","NPS",1.4,"TestDescription",NA
"1964",0,"ER Parks & Rec/HLB Trail","NPS","NPS",1.4,"TestDescription",NA
"1965",0,"AWWU Trail","NPS","NPS",1.4,"TestDescription",NA
"1966",0,"Eagle River High School Trail","NPS","NPS",1.4,"TestDescription",NA
"1967",0,"Eagle River High School Trail","NPS","NPS",1.4,"TestDescription",NA
"1968",0,"Eagle River High School Trail","NPS","NPS",1.4,"TestDescription",NA
"1969",0,"Eagle River High School Trail","NPS","NPS",1.4,"TestDescription",NA
"1970",0,"Eagle River High School Trail","NPS","NPS",1.4,"TestDescription",NA
"1971",0,"Eagle River High School Trail","NPS","NPS",1.4,"TestDescription",NA
"1972",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1973",1759,"Fish Creek","NPS","NPS",1.4,"TestDescription",NA
"1974",1502,"Fish Creek","NPS","NPS",1.4,"TestDescription",NA
"1975",1600,"Fish Creek","NPS","NPS",1.4,"TestDescription",NA
"1976",2863,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1977",3232,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1978",1485,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1979",950,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1980",3461,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1981",2783,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1982",1271,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1983",1114,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1984",3343,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1985",3668,"Powerline","NPS","NPS",1.4,"TestDescription",NA
"1986",2011,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1987",1235,"UAA Ski","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1988",2923,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1989",-5,"Glenn Hwy Trail","NPS","NPS",1.4,"TestDescription","Glenn Hwy Trail"
"1990",2372,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"1991",2374,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"1992",2375,"Arlene's Way","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1993",2670,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1994",3607,"Grass Trail","NPS","NPS",1.4,"TestDescription",NA
"1995",342,"Bartlett","NPS","NPS",1.4,"TestDescription","Bartlett Ski Trails"
"1996",3293,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1997",3136,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1998",1411,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1999",1297,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"2000",1475,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"2001",1658,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"2002",0,"Tower Power","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2003",0,"Kitchen Sink","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2004",0,"Sand Box","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2005",0,"C$ Express","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2006",0,"Lee's Train","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2007",0,"Good Greeff","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2008",0,"QFB","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2009",0,"Mighty Bike","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2010",0,"Bolling Alley","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2011",0,"Toilet Bowl","NPS","NPS",1.4,"TestDescription","Kincaid Single Track"
"2012",3618,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"2013",2994,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2014",2991,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2015",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"2016",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"2017",1016,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"2018",1404,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"2019",1222,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"2020",1259,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"2021",1498,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"2022",3319,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2023",1474,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"2024",1907,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"2025",1650,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"2026",1216,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"2027",945,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"2028",4967,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"2029",3053,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2030",4162,"Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"2031",3051,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2032",3295,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"2033",3146,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2034",3181,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Gasline Trail"
"2035",1248,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"2036",3469,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"2037",3542,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"2038",1992,"Virgin Creek Trail System","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"2039",1995,"Virgin Creek Trail System","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"2040",2000,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"2041",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"2042",2012,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"2043",2638,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2044",2100,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"2045",2116,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"2046",2659,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2047",2846,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"2048",2998,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
